,Fp1_(Theta2+Alpha1),Fp1_(Theta),Fp1_(Alpha),Fp1_(Beta_Global),Fp1_(Beta_Alta),Fp1_(Beta_Baja),Fp1_(Gamma),F3_(Theta2+Alpha1),F3_(Theta),F3_(Alpha),F3_(Beta_Global),F3_(Beta_Alta),F3_(Beta_Baja),F3_(Gamma),C3_(Theta2+Alpha1),C3_(Theta),C3_(Alpha),C3_(Beta_Global),C3_(Beta_Alta),C3_(Beta_Baja),C3_(Gamma),Fz_(Theta2+Alpha1),Fz_(Theta),Fz_(Alpha),Fz_(Beta_Global),Fz_(Beta_Alta),Fz_(Beta_Baja),Fz_(Gamma),Cz_(Theta2+Alpha1),Cz_(Theta),Cz_(Alpha),Cz_(Beta_Global),Cz_(Beta_Alta),Cz_(Beta_Baja),Cz_(Gamma),Fp2_(Theta2+Alpha1),Fp2_(Theta),Fp2_(Alpha),Fp2_(Beta_Global),Fp2_(Beta_Alta),Fp2_(Beta_Baja),Fp2_(Gamma),F4_(Theta2+Alpha1),F4_(Theta),F4_(Alpha),F4_(Beta_Global),F4_(Beta_Alta),F4_(Beta_Baja),F4_(Gamma),C4_(Theta2+Alpha1),C4_(Theta),C4_(Alpha),C4_(Beta_Global),C4_(Beta_Alta),C4_(Beta_Baja),C4_(Gamma),BPR_Fp1,BPR_F3,BPR_C3,BPR_Fz,BPR_Cz,BPR_Fp2,BPR_F4,BPR_C4,PCA_x,PCA_y,cluster
266,2.149704188383287,3.3350302802005127,1.3973161012227384,0.6805342599135835,0.47649338380655554,0.6788074143756871,0.41888867963034626,2.0704105096417256,3.2319506494508214,1.3879305090419023,0.6938240893603246,0.5206799446724723,0.6885988195939503,0.44694273869812673,1.6569061486078833,1.7337741902564916,1.8276960804126443,0.8812013208103527,0.5920896510454059,0.9108910884095084,0.5528495248958024,2.441160330242245,4.048643605221942,1.4717309510078382,0.5869781229173445,0.326484964163507,0.6274619674121215,0.2836026599259553,2.5313337181354725,4.289081800327913,1.4879026419505215,0.5218346958991649,0.3029938416790239,0.5332341425163037,0.2596551747180965,2.0259546966973168,3.107216543198,1.259214813845228,0.736633063605625,0.561496603559807,0.6879923146367232,0.4977570412046792,2.208214135198567,3.315122240746098,1.3294135167046015,0.7249472749478794,0.49821987544534685,0.6756924540802697,0.4371424085823288,2.350486338326054,3.9759285218568614,1.491972806621181,0.5656714260032526,0.3431480422536306,0.5724915352841642,0.2960413929559637,4.626138276487048,4.235799122260975,2.925611223260498,7.805024731217442,8.888953183573863,3.7321824218331376,4.6396589298331365,7.31808632074151,4.734327495432207,-0.5253789670205483,0
270,2.0948652398609626,2.7029504515500395,1.4622643687442745,0.8827856374606501,0.5057131406100337,0.9151357270833371,0.44941923644053833,2.259575851838549,2.9968905282473175,1.568503196046625,0.8398336348151753,0.4167384502504559,0.9050834980792566,0.3608611516590274,2.367909468282562,3.090484661213939,1.7315744598179785,0.7946687141883596,0.3515563661653223,0.9171646520476411,0.3001643212521659,2.518356121113568,3.4645787598903817,1.5679452878390918,0.7407993289489606,0.3476811076522076,0.8259204921212456,0.3036281415494567,2.5444780210960833,3.3200987172061462,1.734697896420912,0.7381264434826983,0.3191358386372696,0.8636459649187579,0.2746627467160639,1.880047578673923,2.741525772716199,1.2307967103990969,0.9105325621845805,0.5548185692284616,0.9140926710779728,0.5115144493547288,2.1503220804524537,3.080628412741287,1.2920401916660427,0.8312295374727344,0.487570290904954,0.8676517951352365,0.43579702253652636,2.5233143189553093,3.033604246860141,1.7660507434810466,0.7654004027872932,0.3472272313558839,0.8843095068177665,0.30634730846288205,4.322738676058712,5.634394681713134,6.89673779609514,7.679706057253099,8.569367924097703,3.5165710993588313,4.582134757924778,7.600993076532797,5.846073373285997,0.8127372650511963,0
252,2.7084574005809245,4.312684182200304,1.4645765659590155,0.5469852853511523,0.20625256845658416,0.6999624878536796,0.18691003919608268,2.6815403148580876,4.371489041629504,1.372853828379785,0.5665045975249183,0.20713207381413773,0.7368415953894318,0.18594469967203137,2.602459847981743,4.4171251620396115,1.4009842324287536,0.5553980207484442,0.2018654791985423,0.7462492612569853,0.18578494882487942,2.5127711560928785,4.456330870269382,1.3485917612420675,0.542434503473144,0.21499416949463093,0.6920009717766894,0.19381191312440765,2.473773360307054,4.82534432622893,1.3259852429534527,0.4689847673532415,0.1767648574760451,0.6356029345643349,0.1627971126877599,2.2842999898929017,3.6914931272286697,1.3272444035885242,0.7166842592114495,0.31960066386565267,0.8353335196757627,0.29763383579993025,2.4116040047030527,4.227369308126995,1.2759432907340362,0.6326425549574634,0.2403122502964008,0.8072055871349472,0.21745367426513645,2.138405049502656,4.35154588383957,1.1950265461508474,0.6307727796155386,0.2445036648269123,0.8312043893116913,0.22549613098438076,15.098032287978544,14.199218963652118,13.744019457437348,13.492083676080355,14.668571955503307,7.831212887947689,11.072368762878268,9.26417355987623,-0.1625923181396091,-3.8911672862408713,0
253,2.2730573988498946,3.8358086726472007,1.3320839336776984,0.6532810812526464,0.3405458950572462,0.7443786305502322,0.30903065516637984,2.3793078694255367,3.2728339926765684,1.3605831348621429,0.7705980632947449,0.3625919199978596,0.8982711982924713,0.3319165211403331,2.324369871913959,3.4399664165931476,1.6693250182446218,0.7116086657041093,0.2750666769098397,0.8871438279144432,0.2447233281579772,2.862915760786612,4.020921750138073,1.3166595992695656,0.603001497664696,0.2659242487856852,0.7364317711505856,0.23958990042256184,2.629308610520473,4.034856810590915,1.5090293297215327,0.6068595219030906,0.24834475739210862,0.7416557175268821,0.2171734883880689,2.2482177683440443,3.0150754479428787,1.2880156691288354,0.8536572648050101,0.4422558894105914,0.9599415594993238,0.39325844954941974,2.3698301519350986,3.1366052497019354,1.3093639073344459,0.8270395624976895,0.4019029831278387,0.9496982820001055,0.3608603113990546,2.574117494635316,4.493602062122971,1.474301511891126,0.511230367215909,0.194038536191206,0.6458746671080727,0.17685567430071586,8.111015213442984,7.362935365934475,8.63801730620961,12.378854073975598,10.971107550008657,5.767915649747667,6.661275702542312,14.215633170726065,2.7316675268584207,-1.5172842044966168,0
255,2.338812984945665,3.2221562008465128,2.057417175034241,0.6797392712447801,0.3002576703145309,0.7453038789016666,0.25430614725026196,2.4285543950529958,3.348097971469377,2.0979432169453864,0.6115960622290121,0.28140250845378545,0.6598531594524565,0.2394434060221991,2.5183417238481502,3.005001082129503,2.7565653610991183,0.4718086752518162,0.23366524556741902,0.527645644296903,0.20555337520890238,2.487746655158313,3.5832046356855773,2.034632415565463,0.5884213136667534,0.2559113101744305,0.6545016553605804,0.21922261701764828,2.6250621927721647,4.5146692231952406,1.8705401886858035,0.3920063836004335,0.17378020652022305,0.4660798509263004,0.15839617664353212,2.375872946342584,3.3788839200817393,2.0361818442358377,0.6388005951583627,0.2733207566660993,0.7089926580923791,0.23254279442324685,2.3465945090547025,3.325009196581265,1.993743657532037,0.6601724435902379,0.29076205084346957,0.7346333290567836,0.24892764798924863,2.342863215880275,2.8393647790128695,2.8692331394846833,0.49289362257911196,0.21580246283180793,0.5826091921376594,0.18850587591521503,8.025945132638535,8.964817435603766,11.469174989278661,10.450786842310253,15.4332594955685,9.19438433049932,8.500918148261732,11.655562502127475,-0.8808541276835798,0.7887882988280892,0
132,1.6410270277868404,2.8775803803095013,1.4371575639391678,0.7118573314721156,0.5753120776906941,0.6731134175954071,0.5277604353942884,1.533788302431653,2.4355297705783254,1.4973289394575702,0.7465171388538613,0.6340819013322434,0.6765599880200757,0.5808893624711257,1.4929457133219242,2.3181987804470308,1.6969864093487224,0.7384305605062791,0.6108857876618687,0.7032011224131379,0.5614170972814855,1.4702597078118718,2.670047012792484,1.363189782765496,0.7218947334624592,0.6358496491223445,0.6464859422545288,0.5780299502761727,1.735134565577403,2.6560386880564577,1.7235016315232725,0.6860563702680921,0.5389289381562399,0.6695851544239975,0.49797802394401,1.4320791832151099,2.4424595128755007,1.394034541877752,0.7697373113191402,0.6738730615519875,0.6983768611163215,0.6178298920914129,1.4566969414053157,2.661773376440025,1.3824211779738584,0.7496387180529029,0.6283239404756427,0.6914023577208896,0.5709532618960996,1.4358245137911518,2.2036867169253025,1.733911908728956,0.737948128499759,0.6155746024759112,0.6952826530018424,0.5635953531484522,3.1176969172823816,2.48109730399747,2.601414634440697,2.4858077823578806,3.340324871692336,2.2209914428984616,2.4110366808549055,2.4386448721099088,9.064417045216867,2.5751798813323172,0
33,2.1011620237054687,3.385280579912362,1.5320325393433232,0.673393572989043,0.46430953508354245,0.6436944529996459,0.38826503829780534,2.234204684965632,3.7932960808482927,1.4369395148294535,0.6243399760765143,0.40818245019248034,0.616800112271875,0.34437659182792035,2.064855283545344,2.9840161501613975,2.0081593424812927,0.6010830218274251,0.4121261434226311,0.6266688781742452,0.3519386749074758,2.002565489084334,3.0930442968412315,1.310721192165922,0.7818322727135405,0.608572287162558,0.6480139479612906,0.5055677509027284,2.3546337764460974,3.4811024297881663,1.8398612477634302,0.5596655345809739,0.37524687958624153,0.5712034454404137,0.31776605305675254,1.109304496590329,1.5961737838232983,0.7690515616389791,1.2140539368190002,0.9410232987270583,0.940858631298702,0.842223021353216,2.3441333382568295,3.826051300488107,1.3591596365619172,0.6311539733775943,0.40703597661249125,0.611268904328917,0.35881096079090524,1.7656737766300412,2.266155443399103,2.7695313718036094,0.5485879168393542,0.41163410939335177,0.5825790061562742,0.3529673057129299,4.818359941162779,5.894442946080049,5.248183242204311,3.5116694673011413,6.691822213280816,1.2593148937759182,5.989228137226461,4.548232807895426,5.317608517167337,0.8373421386984995,0
32,1.1271786377274733,1.9252476084525756,0.8382163693094582,0.7711492892981517,0.9953856900283602,0.5699754654415246,0.9269149597653525,1.5247649072549714,2.4513423121393108,1.349455808334832,0.7612109261764028,0.7045030383127363,0.6507450035734575,0.6389273031292898,2.203340814151165,4.141240623480587,1.7294563352608627,0.4656678560459469,0.28615706945160296,0.4701899729735059,0.2489716076405692,2.0943261984743757,3.757666720575662,1.655571508606827,0.5122615439198126,0.38966544428740135,0.47519865033623154,0.34740944394846623,2.272815306690419,4.706955092226123,1.5474846753460894,0.3961648640119179,0.2591968047844801,0.4049500621316895,0.22840131145306838,1.0598333297042637,1.8956276600054238,0.8308342015496818,0.8404133739127625,0.9839957714677091,0.6395035645692648,0.900267631043216,0.9995504606846609,1.5098368324220992,0.8920023533125451,0.9054817199400369,0.9860250880213317,0.7444152898618001,0.9231566533327975,2.0104042708376775,3.973330375495586,1.732738224641279,0.46469047916899203,0.3355379182901622,0.4514733324527483,0.29833667092199845,1.1965713875732504,2.42667348342622,8.106036555098518,5.912518103807901,9.26706737413467,1.183617129404714,1.1248811117370396,6.420439468529895,7.112333503987084,-0.14954985988992606,0
259,1.9067183529300626,3.1623579536410147,1.908166229691794,0.5312019516543416,0.4307621443623036,0.5374433189001152,0.39937329961020424,2.0191345221022643,3.33790718229651,2.110718274115112,0.5411172830171483,0.33586099419967025,0.5579924792212091,0.30377687020022764,1.6181177481312745,2.6749786531653292,2.088207612561629,0.6610788284292607,0.40696752952395265,0.7179002715498782,0.3857887420499555,2.063860081210789,3.5245602973862282,2.1045771672400817,0.5054143331444003,0.30260362188126727,0.5359639598931845,0.2752697376977687,2.004796232381962,3.2550092926073697,2.314180669690794,0.5252913925902359,0.28991833506242914,0.5592609978846347,0.26193819604844876,1.687082850801524,2.641205580683338,1.5997736605427189,0.5621292068027672,0.6214409951850265,0.537434602765606,0.5860173974495821,2.0172939239713696,3.4665072461645474,1.80501867356989,0.5330694858127172,0.3624572620239543,0.5543940917285134,0.34055518547391955,1.9211191615790866,3.198602675345908,2.0346356166765376,0.5754662030226555,0.3620475309097713,0.5936671728100429,0.3336301843635102,4.667397548608311,6.284300432652129,4.327965785743336,7.223731871931743,7.169206584593647,2.8357998557829935,5.772107961835679,5.38872360019648,2.5039631218580514,1.141083982683346,0
260,3.113089402616126,2.8983805312849404,1.8697455109541965,0.7684221166534707,0.34726747143782816,0.8547914408224048,0.3028117240557323,3.177440305458048,3.3821828761976986,1.7723124582065504,0.7449484146046129,0.24346863359350912,0.919673802533676,0.2021005595150332,4.622325314946195,2.610214975611745,3.4466652136805482,0.4399028014564488,0.1397810194609785,0.535155809491276,0.11463712037515267,3.50654771609452,3.548302327034561,2.0505649894648803,0.6121955036964057,0.18268735602633282,0.7818121770182133,0.1509876168770839,4.859701977135085,3.0796308825448087,3.031865006923479,0.3802663718257886,0.1128664145396282,0.49388693922356885,0.09386482150232721,3.3015102055499557,3.084131681158597,1.8447291630220286,0.7181970933094263,0.32093100584281165,0.836201258313672,0.2755774145694964,3.231452329988061,3.576602594673879,1.769887514891917,0.672892582424735,0.22671526390686775,0.8447606375782806,0.18846628527367146,4.6188826457399745,2.858209802944953,3.037199442573334,0.45957098546597647,0.13653228388646607,0.5882193934622915,0.11203423141932772,9.52715272825864,13.659897900486298,36.01707103811927,19.74545663940169,45.77130645409845,11.029418918367705,15.343159244955666,37.53490442337295,-4.255185016635979,1.7814274955658758,0
31,1.2868252939937592,1.9539175167690332,0.8616229745035625,1.3176808541189586,0.805748615071448,1.0600374753772364,0.7034702203885458,1.507815010794579,2.193223038270968,1.0427938469344566,1.3708386962045174,0.6575193612394074,1.2336385038038058,0.5309996908826626,2.3206719703537626,3.2400482191136546,1.4499126688117585,0.7808824315051137,0.37469228717234293,0.9102723401396711,0.3392283872947151,1.89177274649312,3.0585383098940806,1.2106299227518276,1.0308193462652877,0.42660903254157345,1.1247334090211245,0.3602135704581037,2.292267286869562,3.129956287162637,1.5235116782873186,0.8498454418864666,0.35521198204493726,1.0080976016347527,0.30610240538074124,1.5316663320303814,2.308808330822112,0.9882647755125378,1.3202735848104867,0.6932506410872955,1.1068506274406797,0.5714091558459016,1.9098446253961545,2.8903414182636347,1.2087556284890557,1.0197506794904088,0.5210855170180962,0.9999389860667237,0.44013747439123346,2.1119130883591386,2.8094961314028923,1.8244227081163111,0.809686708020152,0.38813259293051555,0.9329678264501394,0.32944160201540296,1.8877156586490191,2.4959983018949874,6.49644823545295,4.672128601738677,6.818044403682196,2.4300698791841753,3.8933547174778336,5.850590427428998,10.626448027681436,1.5764478037159189,0
262,1.8966629988472836,3.8044221277484733,1.1691532172390842,0.6935663101519466,0.3919166141641833,0.7793822232875854,0.356609112028148,1.6500216259206626,2.045152091164658,1.2885039861939196,0.8943403559472172,0.6768860570311632,0.8837379217990228,0.652135833853408,2.143922215235626,4.399848311972803,1.1876574814227354,0.5417966481840162,0.321713758655633,0.5765980039118399,0.29556630916907534,2.1077727189425777,4.6175260628347035,1.1420705142018028,0.5855697958271504,0.2751582530727114,0.7055789253570343,0.2454790115988392,2.1326895425694437,4.405327594600334,1.1869249695456587,0.5428708371600597,0.31745234953092066,0.5812439521853429,0.29178105881489935,2.0543006896713294,4.09742177356313,1.1632588028034572,0.6488150860176185,0.3485270092540635,0.7416334817755743,0.321552871325508,2.039257487144769,4.023763552599297,1.1461912701017143,0.6687245760452938,0.3468918800882976,0.7784529993538916,0.3088719132278016,2.114930162213413,3.837956554364061,1.2025495219701594,0.7010726697549104,0.3800211127032153,0.764346103447937,0.3422296094751209,5.129789664869694,2.5336593848328466,7.21385052446867,8.191775674392199,7.235094853862673,6.1467632028410275,6.240126758714923,6.185576969618037,4.32900926661767,-2.6466168997104718,0
130,2.3619294697396818,3.5673853337671932,1.5472746009652099,0.6373697761435161,0.3408046246869985,0.741695270315807,0.3203240308155261,2.3949033260113444,3.8259546334306442,1.5175494979864605,0.6340204574839837,0.3022912541906596,0.749131884484578,0.27701609761563717,2.563890789141481,4.229724517864617,1.5418142945504758,0.49987556260186183,0.25633081094607574,0.5784585552135566,0.234679696488835,2.435397421883259,4.157638926947686,1.4480916697315362,0.5598666073400729,0.28484423911643314,0.6666528406131121,0.25981906807580607,2.837345220225989,4.714275745577315,1.4832650506138927,0.40612482914919706,0.2168447046141085,0.4654192457037001,0.19713660513458053,1.6083139564066469,2.4684223149183064,1.0536954336068614,0.9299936301876305,0.7247533228772328,0.8142126803288666,0.6541617032550975,1.9712726108923213,3.166983308519457,1.3407963149176954,0.7998405919754992,0.4728175556039851,0.8397626494477762,0.42390219912965166,2.7070383846333637,3.545742360960642,1.82995159771713,0.5751241058010863,0.2714665347891814,0.6956951895717759,0.25061839569075367,7.409740637847694,8.279186117931397,10.420048084229233,9.072858593317026,13.877246722186301,2.5373179503927523,4.403158733250165,10.38981587230001,2.3146523526536917,-1.8055432399433997,0
28,2.067233550626842,3.90176286888176,1.1947591385270042,0.7534927130249219,0.3340587565454838,0.8697970171548298,0.2869884750528399,2.3218414327451997,4.504715820710712,1.2943269956960288,0.6298733752731803,0.17334365379515493,0.8427983787580801,0.1460781428731774,2.570871929842305,4.353189257444962,1.4667838988897315,0.5878213799342119,0.15122291240891675,0.8024718396076266,0.1308409543754672,2.290403344862153,4.510300341510553,1.253435866865219,0.6487207459566494,0.16847831537901528,0.8697017579425947,0.14077215259689024,2.7297391337107735,4.579333955362993,1.4496596089135656,0.5213482264014222,0.13157640143696203,0.7130724495213022,0.1121371844783447,2.2922694970182302,4.769097020096329,1.2093737759565806,0.5828796797175096,0.15592879411231014,0.7978576052286293,0.13481658881047406,2.2720188915690764,4.706877755378579,1.1655866411381797,0.5516335793039032,0.21627819318292513,0.7011139970132402,0.1940690826028863,2.8807431386427154,4.251509634787885,1.6256713010111212,0.5021784280754165,0.15368929371767368,0.6820066421211056,0.13851995748518475,6.463435134341824,14.20173577003744,18.178579237711574,14.471687058135895,21.76834708863014,15.78363390886672,11.042606100800672,20.813278217899374,-0.6927832315794723,-4.1358052005816,0
27,2.4127989387280278,3.589925461291106,1.4459064173375837,0.7472071156015989,0.31596278881557194,0.8885802628537441,0.26859625572971874,2.4306995847116526,3.5831559322367874,1.4297444558087535,0.764668400941849,0.3130592646512861,0.923208735900373,0.2621144329275664,2.4277449385087246,3.5698374674528077,1.8955121029291653,0.6020548924179392,0.23778802318259107,0.7547217482753226,0.20899299389747003,2.5707432185299237,3.9682344976871047,1.4271023307820767,0.6993646236259373,0.23617040447485863,0.884150099339424,0.19966339405240238,2.517405310480917,4.07643402754894,1.5033171152924085,0.6267276430363233,0.23234456796923855,0.7765887709033074,0.19643885103399542,2.383836786899225,3.4577523101348167,1.4551159698302343,0.7730737647720332,0.3493163657015891,0.8874297293819099,0.29846559045412746,2.3560601431043016,3.6282436501291393,1.4318202992604565,0.7241812014274402,0.34372460685566875,0.8397699924155254,0.2861188448026262,2.144813814548004,3.1938249079186427,2.0895006482398903,0.6261334250580819,0.287288910496268,0.7538685008188495,0.24691004468366584,8.260933794296696,8.40421195741548,10.742838123405932,11.549057467267492,11.418770047362695,7.225438796183614,7.332030819460043,8.067796948865027,2.209043261782612,-1.0155677102668488,0
268,1.905263114622691,3.1406187966111223,1.3523811979050226,0.8439185522729048,0.5403399802110233,0.7374290791804721,0.44319730017166764,1.8277809145149906,3.3562172144003584,1.1346314326861913,0.8957561275379864,0.5481180131447774,0.7498191135500075,0.45255897353599506,2.1502525241525134,3.228854501096916,1.3720499230681087,0.7930729216873694,0.4958416720261027,0.7364930715325501,0.40689590305307144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2004327798266616,4.053297020182585,1.4242595463806536,0.6387139951807833,0.35055618825395934,0.6466224881933881,0.29171850098426694,1.3093145605606686,2.2426892251040327,0.9181959949475959,1.213473796465853,0.867635940938577,0.8608592889153457,0.7102282807843929,1.5629917133488038,2.3980837847500043,1.1388394036316047,1.0954539531800414,0.7495921450972801,0.8401348876522201,0.6203132856196056,2.0840318477564046,3.318287536313882,1.738091692808949,0.7326941298349233,0.31288612358549833,0.8618907220362945,0.2640976531715168,4.144479801307224,3.683764942659105,5.036498391156,0.0,6.909371601646659,1.697370994124794,2.324282936954113,7.1539012325359295,7.107286159368887,-0.1637657362594859,0
269,2.6006935275780156,3.7159006489914628,1.2002232100113,0.7211618304316941,0.4109335539215094,0.6795865635348479,0.34717934959283503,2.4577943238016506,3.4713913032350012,1.3136736213775597,0.8037138574407615,0.43121014152582365,0.7432975032646327,0.3584377771547262,2.834489533894806,3.2987912097087793,1.528411728570674,0.7577886824239688,0.38422772469382466,0.7366290552504837,0.3176987795301779,2.663997789573579,4.0046052377891685,1.3609046841187822,0.6431744001570657,0.33159013317835073,0.6678161967768935,0.27400024395662353,4.012332260655991,4.616026066554408,1.300168392276891,0.4233624505044485,0.20618386948869555,0.4463607330418998,0.176162559733431,2.165751379539315,3.1512585902579398,1.1195882545723852,0.8239172837163916,0.5748770140510231,0.7333314000081771,0.5137565232230179,2.587320778279469,3.1531217931635647,1.3268014533008328,0.8057903654821398,0.4667721302512855,0.7385461806152014,0.39374594217530245,2.7115695632820342,3.1653671625894106,1.646127406890602,0.6928455364164918,0.37763292162567214,0.7189987423163715,0.3434874469590956,7.488911131927408,6.641611555903126,8.722944282750628,9.326244885067533,25.977723397367335,5.141001544158438,6.292867728036451,8.580313233339137,2.7811519817530725,-1.5454600285703757,0
271,1.8671127573031394,2.962013067850396,1.5724957797303278,0.7284354212762736,0.5729964427167096,0.6213380706713567,0.46823118333602565,2.104682217655922,3.4181279547554415,1.863531199853809,0.5651862724428603,0.4063833812421458,0.557770047856079,0.336330539825705,1.325565469916628,1.1360668132690688,4.537038025947345,0.4066529551563225,0.26357140898668907,0.38713248816121654,0.21715435551569845,1.8808219909500843,3.0490682099055104,1.4872281815428399,0.7658780975813994,0.6022094745911774,0.6054109664250401,0.4859719166257963,1.8821082516794991,2.735385233803536,2.4885552075640476,0.5869169369222375,0.3765502684848088,0.5912643101203928,0.3105951443815758,1.4960705414982811,2.366972259239472,1.140930280973406,0.8674882210042817,0.7995485234198951,0.7469243844227952,0.6764291368269464,2.1697319540482267,3.726816008527032,1.428653307496856,0.6166049872835446,0.42997773977488496,0.6113094745118256,0.37066924486516195,1.4805669384101876,1.6859954233694867,3.3158292105938685,0.552420116313841,0.37086475072071357,0.5980068252177997,0.31021942015353837,3.3054588972353764,5.362360516072553,4.866045995495285,3.1640795205022787,5.27748291022257,1.9592632139688089,5.190970553230062,4.020356527011224,4.00644710874414,3.4862440078893044,0
286,1.8064399459141929,2.5620193929085757,1.2582461313215747,0.8228305885438254,0.6623667153687854,0.7034071271075063,0.5913651312798196,2.175749433516818,2.760518699698376,1.4223157732710656,0.8129375177268674,0.5710942203368979,0.7268838538249215,0.4972420550421067,2.072692086145971,2.673013655044034,1.5408305310529433,0.7511459116613206,0.574543949442651,0.6665995826283965,0.5261455838988018,2.0235193310859345,3.0728698343105765,1.29582557622016,0.8094938819950676,0.570944683400185,0.7194262830905344,0.49461429894339365,2.4758419398963865,2.754783507261664,1.9870561982301862,0.6600081071331435,0.4762572708362462,0.6227400110764617,0.439022528797221,1.4876078714394987,2.021170388579741,0.9518737251138762,1.053462282495869,0.8432772805559633,0.8221183868131258,0.7349131406839411,2.011458844521362,2.775151170380466,1.3841157868755958,0.7606353516106127,0.5769128809030941,0.6569180166750359,0.5223306406260334,1.785913504503076,2.5814313555844093,1.0958187359339513,0.9810137501484766,0.7547613396914263,0.7538677786105499,0.6342960690646668,3.128453352333378,4.065890135690669,4.014057919647017,3.854610527989123,5.828028822176503,2.071494624364663,3.9738729272379145,2.581586974412122,9.018111358208023,1.7576699628238766,0
153,1.9815746322521068,1.9658749818693468,2.126632346950137,0.8565042390589062,0.625584245381859,0.6977956092825205,0.5200599409653525,2.28115585433175,2.3855165577850856,2.2726537870847894,0.7677709345499522,0.4762957093159364,0.7008793338302218,0.38528008211149845,2.539935723532654,1.866491331072307,3.158374661258022,0.6427061543708377,0.29980997500120227,0.737787697954415,0.2538783957368448,2.5195371553972894,2.7105676269091052,2.351688641612488,0.6968114352421849,0.37378866535828253,0.6941828247636435,0.30610479156806647,2.740716651338103,2.3834162110598176,2.8981246804561414,0.6014965480088693,0.2829726075208067,0.6941618063859609,0.2412325726950654,2.011681163607311,1.9918672994109627,2.1256367265626412,0.8921976701164578,0.5934342960797666,0.7334547932145249,0.4926496192134443,2.384170051864191,2.4196354089011822,2.174854459988826,0.8058502250015374,0.48509620501014183,0.7187645340962061,0.3954838098949712,2.558417226078981,2.169179167709646,2.818584131352773,0.6856797670978784,0.3149283770726997,0.793748942938383,0.27416747901356076,3.396487752857937,5.132685642869572,9.446914080855151,7.1118478154123395,10.384919561833486,3.7398699672863693,5.469319356725079,8.874282776918355,3.5436657020639997,5.161360144452262,0
288,2.3866826985040626,3.5816080646663426,1.4171375141455287,0.8184696891014509,0.2590926260613266,1.0604761540513017,0.22596055645856922,2.3182723714684412,3.8858928308231016,1.349733327591236,0.7390356056253962,0.23274731135641696,0.9722056758730541,0.2011089514497965,2.0755798764026485,4.388650012147394,1.1227025913586914,0.6658221552731595,0.2184410903270256,0.9078005714460561,0.19675810911920594,2.1563386657498618,3.8902544302471194,1.266913565892267,0.7275222308215031,0.27541623779227414,0.9374072328287055,0.24086105169512873,2.182964895537277,4.500067206799195,1.1863106539419819,0.6395308552027086,0.2016040963107427,0.8747816597557978,0.1742517835505791,2.0467349412642424,2.9237429698731683,1.4167855715986464,0.9165747083710999,0.392026358568469,1.090540408752556,0.352453581688026,2.1418222016306174,3.887275355225177,1.2665652127474214,0.7263067158945893,0.27828167860397035,0.9330766912332261,0.24355111122913525,1.8793097952877746,4.093738483490825,1.1475634060600186,0.7276564250648755,0.26702330848200845,0.9770720179471746,0.23593901796800534,9.681999824162487,10.837673266522938,10.773753165131739,8.622454342338536,12.217433152400929,5.543601196944236,8.579874331024099,8.045627247393224,3.491878431837844,-2.5393344259706634,0
312,2.5704733691273702,3.350162985087873,1.5286420786442387,0.8988817354043879,0.24649585983159591,1.2107424838226257,0.21252489915356912,2.547242299284637,3.1302780533337087,1.5554264409991523,1.035766298326886,0.20705381166843378,1.4392708840962936,0.1673060356458956,4.521949849352349,2.3849720225441464,3.7838972206485897,0.44094927024424485,0.11544924784470426,0.5438132428775133,0.0947698734117633,2.4137561672645544,3.0403570876959924,1.4015503741197857,1.1792563920282553,0.16160773944494622,1.750072364178181,0.13076668028654614,4.098817540757172,3.4694308933878957,2.7795068783623855,0.488693703277941,0.10086157906194243,0.689627536339485,0.0838723826374501,2.4165270201526035,3.2615975060062214,1.4311249431752293,0.8880233790199932,0.3055748728820025,1.156798769388629,0.2701089077640392,2.6287236767264774,3.077823283954876,1.6942891959264352,0.9890401505712221,0.2570117573638815,1.2474676273402419,0.20314648420256287,4.6711290691999094,2.4148863411130312,3.5830897211636867,0.46023065158598725,0.1109045077120787,0.6416662500462563,0.09323191868080234,11.157531557854815,12.81410579583776,50.286113045823434,15.558014526972988,43.24534444863158,8.400566940573274,11.342343891449053,46.00708155150178,-0.9788572440191428,2.359884041110302,0
